Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,state
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,Hyderabad to Eluru,APSRTC
APSRTC - 4246,NON AC Seater,16:00,22:15,06h 15m,483.0,17 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
APSRTC - 4256,NON AC Seater,20:30,02:45,06h 15m,451.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
APSRTC - 4737,NON AC Seater,21:00,02:40,05h 40m,483.0,32 Seats available,2.9,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
APSRTC - 36401,NON AC Seater,16:00,20:15,04h 15m,302.0,32 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh),APSRTC
APSRTC - 36431,NON AC Seater,19:15,23:30,04h 15m,302.0,33 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh),APSRTC
APSRTC - 4409,NON AC Seater,20:00,00:15,04h 15m,302.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh),APSRTC
APSRTC - 5878,AC Seater,21:15,02:25,05h 10m,365.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh),APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh),APSRTC
APSRTC - 6005,NON AC Seater,16:30,22:15,05h 45m,386.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti,APSRTC
APSRTC - 50079,NON AC Seater,20:15,02:00,05h 45m,386.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti,APSRTC
APSRTC - 6017,NON AC Seater,21:00,02:45,05h 45m,386.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti,APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Bangalore to Rayachoti,APSRTC
TGSRTC - 2085,NON AC Seater,14:40,21:45,07h 05m,380.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal,APSRTC
TGSRTC - 1962,NON AC Seater,14:45,20:45,06h 00m,380.0,4 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal,APSRTC
TGSRTC - 1711,NON AC Seater,15:00,21:50,06h 50m,380.0,20 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal,APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal,APSRTC
APSRTC - 4796,NON AC Seater,19:30,06:40,11h 10m,668.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad,APSRTC
APSRTC - 4798,NON AC Seater,19:45,06:10,10h 25m,631.0,4 Seats available,4.1,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad,APSRTC
APSRTC - 4802,NON AC Seater,20:15,04:50,08h 35m,623.0,12 Seats available,3.1,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad,APSRTC
APSRTC - 4800,NON AC Seater,20:30,05:30,09h 00m,618.0,13 Seats available,3.3,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad,APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad,APSRTC
APSRTC - 5518,AC Sleeper,17:00,23:00,06h 00m,333.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,APSRTC
APSRTC - 3758,NON AC Seater,17:00,22:00,05h 00m,426.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,APSRTC
APSRTC - 9003,NON AC Seater,18:00,00:25,06h 25m,312.0,42 Seats available,3.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,APSRTC
APSRTC - 5984,NON AC Seater,21:15,02:45,05h 30m,467.0,12 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,APSRTC
APSRTC - 4590,NON AC Seater,21:30,02:45,05h 15m,467.0,16 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,APSRTC
APSRTC - 4578,AC Seater,22:00,02:44,04h 44m,565.0,7 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,APSRTC
APSRTC - 4584,NON AC Seater,22:15,03:19,05h 04m,467.0,7 Seats available,4.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,APSRTC
0,0,0,0,0,0.0,0,0.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad,APSRTC
APSRTC - 5732,NON AC Seater,16:30,23:30,07h 00m,584.0,29 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh),APSRTC
APSRTC - 5694,NON AC Seater,17:00,02:15,09h 15m,616.0,27 Seats available,1.5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh),APSRTC
APSRTC - 56912,NON AC Seater,17:15,01:45,08h 30m,584.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh),APSRTC
